"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GROSS_HYPOXIA_VIA_HIF1A_DN","GROSS_HYPOXIA_VIA_HIF1A_DN","GROSS_HYPOXIA_VIA_HIF1A_DN","12/695","110/21728",0.00020969834620329,0.00166307477334928,0.00106013951750197,"4792/80331/857/6387/6513/3996/8553/4008/8991/1758/4041/64856",12
"CHIN_BREAST_CANCER_COPY_NUMBER_UP","CHIN_BREAST_CANCER_COPY_NUMBER_UP","CHIN_BREAST_CANCER_COPY_NUMBER_UP","6/695","28/21728",0.000216248177255174,0.00170910628368572,0.00108948264983732,"1591/6790/4605/7153/4609/2064",6
"MOREIRA_RESPONSE_TO_TSA_UP","MOREIRA_RESPONSE_TO_TSA_UP","MOREIRA_RESPONSE_TO_TSA_UP","6/695","28/21728",0.000216248177255174,0.00170910628368572,0.00108948264983732,"3732/5914/8553/4609/3304/3303",6
"GRYDER_PAX3FOXO1_TOP_ENHANCERS","GRYDER_PAX3FOXO1_TOP_ENHANCERS","GRYDER_PAX3FOXO1_TOP_ENHANCERS","29/695","441/21728",0.000219768987376886,0.00173363364467206,0.00110511780049822,"54443/4171/22974/9209/162/5932/7434/2887/8821/7272/55603/57580/5447/5420/51659/7153/10956/675/7385/351/79180/124565/6383/596/79605/51363/754/7088/390205",29
"BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP","BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP","BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP","14/695","144/21728",0.000220107936561767,0.00173363364467206,0.00110511780049822,"3383/4792/11151/171177/1594/5266/6279/6278/6280/8519/4312/7124/11254/6648",14
"BURTON_ADIPOGENESIS_8","BURTON_ADIPOGENESIS_8","BURTON_ADIPOGENESIS_8","10/695","80/21728",0.000229907890456713,0.00180771487110389,0.00115234143524029,"5476/80381/427/4015/351/627/2629/1287/23654/6892",10
"BROWNE_HCMV_INFECTION_24HR_DN","BROWNE_HCMV_INFECTION_24HR_DN","BROWNE_HCMV_INFECTION_24HR_DN","14/695","145/21728",0.000236618814084502,0.00185412075856984,0.00118192321709146,"332/7078/57214/857/900/3488/1026/5565/7057/7108/2898/567/8519/4312",14
"IGLESIAS_E2F_TARGETS_UP","IGLESIAS_E2F_TARGETS_UP","IGLESIAS_E2F_TARGETS_UP","14/695","145/21728",0.000236618814084502,0.00185412075856984,0.00118192321709146,"4254/334/4792/7358/900/3488/9445/10592/871/4176/567/1163/23705/51466",14
"MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP","MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP","MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP","13/695","128/21728",0.000237794131734114,0.00186015068237061,0.00118576703735207,"9701/2348/6513/79143/5447/5025/871/196463/11094/4061/51148/8519/6892",13
"SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN","SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN","SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN","10/695","81/21728",0.000254897505972344,0.00199054542994417,0.00126888814951892,"3589/427/2625/11226/8991/5979/8204/1287/9687/51466",10
"JI_RESPONSE_TO_FSH_DN","JI_RESPONSE_TO_FSH_DN","JI_RESPONSE_TO_FSH_DN","8/695","53/21728",0.000261387102134867,0.0020377525105208,0.00129898065794198,"118/3655/5054/2335/1968/7153/2799/6241",8
"JEON_SMAD6_TARGETS_DN","JEON_SMAD6_TARGETS_DN","JEON_SMAD6_TARGETS_DN","5/695","19/21728",0.000264223987183828,0.00205114029061895,0.00130751479901676,"1058/7153/3832/9133/1717",5
"MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN","MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN","MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN","5/695","19/21728",0.000264223987183828,0.00205114029061895,0.00130751479901676,"22974/9928/9133/2194/7405",5
"REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN","REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN","REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN","6/695","29/21728",0.00026534166499499,0.00205114029061895,0.00130751479901676,"6482/11320/6185/4245/27090/11282",6
"VALK_AML_CLUSTER_16","VALK_AML_CLUSTER_16","VALK_AML_CLUSTER_16","6/695","29/21728",0.00026534166499499,0.00205114029061895,0.00130751479901676,"57415/54795/64084/5979/23705/7405",6
"WP_GASTRIC_CANCER_NETWORK_1","WP_GASTRIC_CANCER_NETWORK_1","WP_GASTRIC_CANCER_NETWORK_1","6/695","29/21728",0.00026534166499499,0.00205114029061895,0.00130751479901676,"6790/22974/4605/7153/9585/11065",6
"DITTMER_PTHLH_TARGETS_UP","DITTMER_PTHLH_TARGETS_UP","DITTMER_PTHLH_TARGETS_UP","12/695","113/21728",0.000270113773857709,0.00208451437603323,0.00132878936067517,"7078/994/2887/8553/4041/476/2150/983/682/11065/3916/4082",12
"NAKAMURA_ADIPOGENESIS_LATE_UP","NAKAMURA_ADIPOGENESIS_LATE_UP","NAKAMURA_ADIPOGENESIS_LATE_UP","11/695","97/21728",0.000271461886377477,0.00209139712126783,0.00133317681837042,"7175/6319/4256/900/4602/948/4609/2040/6609/2194/1903",11
"PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN","PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN","PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN","14/695","147/21728",0.000272856613211095,0.00209861529355647,0.00133777809656305,"2222/6319/81502/7466/5618/5768/2181/673/476/3148/83986/79087/9687/54898",14
"LENAOUR_DENDRITIC_CELL_MATURATION_DN","LENAOUR_DENDRITIC_CELL_MATURATION_DN","LENAOUR_DENDRITIC_CELL_MATURATION_DN","13/695","130/21728",0.000277226466736784,0.00212865347323521,0.00135692616003053,"489/5641/4792/2717/11151/10135/8942/6279/6280/2203/6383/7124/6648",13
"RIZ_ERYTHROID_DIFFERENTIATION","RIZ_ERYTHROID_DIFFERENTIATION","RIZ_ERYTHROID_DIFFERENTIATION","10/695","82/21728",0.000282121202581276,0.00215900432826806,0.00137627354075323,"4171/24137/5427/4605/1058/7153/3148/4176/9212/6256",10
"ZHU_CMV_24_HR_UP","ZHU_CMV_24_HR_UP","ZHU_CMV_24_HR_UP","10/695","82/21728",0.000282121202581276,0.00215900432826806,0.00137627354075323,"211/51083/2260/3589/4792/10135/9144/5292/8519/3303",10
"LEONARD_HYPOXIA","LEONARD_HYPOXIA","LEONARD_HYPOXIA","7/695","41/21728",0.000289642057189854,0.0022055136049141,0.00140592122881454,"6515/5054/6513/8553/3178/9123/7039",7
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM","REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM","REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM","7/695","41/21728",0.000289642057189854,0.0022055136049141,0.00140592122881454,"3074/2239/6385/26229/6383/375790/9060",7
"THILLAINADESAN_ZNF217_TARGETS_UP","THILLAINADESAN_ZNF217_TARGETS_UP","THILLAINADESAN_ZNF217_TARGETS_UP","7/695","41/21728",0.000289642057189854,0.0022055136049141,0.00140592122881454,"55771/10635/4001/55143/79682/55450/221150",7
"CAIRO_LIVER_DEVELOPMENT_UP","CAIRO_LIVER_DEVELOPMENT_UP","CAIRO_LIVER_DEVELOPMENT_UP","15/695","166/21728",0.000297164944508187,0.0022553048106383,0.00143766100724072,"23224/6558/10644/2260/3488/1948/23767/23037/5270/1382/56950/10769/871/5352/51466",15
"IBRAHIM_NRF1_DOWN","IBRAHIM_NRF1_DOWN","IBRAHIM_NRF1_DOWN","15/695","166/21728",0.000297164944508187,0.0022553048106383,0.00143766100724072,"7431/84649/2335/8503/8553/8654/9401/57326/5364/3148/10395/23705/375790/50854/60674",15
"WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER","WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER","WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER","8/695","54/21728",0.000298358992665945,0.00226062416922428,0.00144105187236305,"7431/332/5585/1026/7057/351/8878/7124",8
"MULLIGHAN_MLL_SIGNATURE_1_UP","MULLIGHAN_MLL_SIGNATURE_1_UP","MULLIGHAN_MLL_SIGNATURE_1_UP","26/695","386/21728",0.000317055745101237,0.00239449001355543,0.00152638566125422,"3074/1535/5476/51150/2734/5932/9144/896/8992/64747/7852/55577/2799/9123/79180/2768/7039/6609/56905/2517/22928/3916/6256/23654/9824/3303",26
"GRESHOCK_CANCER_COPY_NUMBER_UP","GRESHOCK_CANCER_COPY_NUMBER_UP","GRESHOCK_CANCER_COPY_NUMBER_UP","23/695","323/21728",0.000317284176201326,0.00239449001355543,0.00152638566125422,"7175/2260/57820/7468/896/6146/11064/7913/5914/4609/5292/57082/675/2064/2177/673/861/9401/1345/5979/596/1649/613",23
"HOSHIDA_LIVER_CANCER_SUBCLASS_S2","HOSHIDA_LIVER_CANCER_SUBCLASS_S2","HOSHIDA_LIVER_CANCER_SUBCLASS_S2","12/695","115/21728",0.000318116147088843,0.00239449001355543,0.00152638566125422,"7175/2091/6230/7913/4907/2317/6229/2746/3698/5364/4059/5167",12
"MARZEC_IL2_SIGNALING_UP","MARZEC_IL2_SIGNALING_UP","MARZEC_IL2_SIGNALING_UP","12/695","115/21728",0.000318116147088843,0.00239449001355543,0.00152638566125422,"2260/4616/5427/196/6387/896/4609/5292/8682/596/7262/3304",12
"POOLA_INVASIVE_BREAST_CANCER_DN","POOLA_INVASIVE_BREAST_CANCER_DN","POOLA_INVASIVE_BREAST_CANCER_DN","13/695","132/21728",0.000322111040297876,0.00242058526020568,0.00154302027241916,"2625/8821/4256/4602/80129/6385/2317/1952/3547/2674/4886/4054/1287",13
"LIU_PROSTATE_CANCER_UP","LIU_PROSTATE_CANCER_UP","LIU_PROSTATE_CANCER_UP","11/695","99/21728",0.000324776419748837,0.00243662047156902,0.0015532420384577,"54795/51280/6768/347734/90993/2203/124583/22843/23705/4059/955",11
"WP_PI3KAKT_SIGNALING_PATHWAY","WP_PI3KAKT_SIGNALING_PATHWAY","WP_PI3KAKT_SIGNALING_PATHWAY","24/695","345/21728",0.000334052172192203,0.00249832129437386,0.00159257369183013,"3675/4254/2260/3912/3655/896/5618/2335/8503/4602/5585/1026/4609/6194/7057/10161/10018/90993/7039/596/627/1946/1435/1287",24
"VANTVEER_BREAST_CANCER_ESR1_DN","VANTVEER_BREAST_CANCER_ESR1_DN","VANTVEER_BREAST_CANCER_ESR1_DN","18/695","224/21728",0.000334090522131583,0.00249832129437386,0.00159257369183013,"54443/1535/4605/7272/1058/991/54478/55143/5292/55165/11004/6768/9133/11182/699/3868/7124/6648",18
"CHEN_HOXA5_TARGETS_9HR_DN","CHEN_HOXA5_TARGETS_9HR_DN","CHEN_HOXA5_TARGETS_9HR_DN","7/695","42/21728",0.000338085490777158,0.00251196204072128,0.00160126908814234,"2734/9144/10970/27090/871/23466/4082",7
"ONO_FOXP3_TARGETS_DN","ONO_FOXP3_TARGETS_DN","ONO_FOXP3_TARGETS_DN","7/695","42/21728",0.000338085490777158,0.00251196204072128,0.00160126908814234,"7852/1026/151648/3178/890/596/64218",7
"WP_DNA_REPLICATION","WP_DNA_REPLICATION","WP_DNA_REPLICATION","7/695","42/21728",0.000338085490777158,0.00251196204072128,0.00160126908814234,"5982/4171/23594/5427/5983/4176/81620",7
"IBRAHIM_NRF2_DOWN","IBRAHIM_NRF2_DOWN","IBRAHIM_NRF2_DOWN","15/695","168/21728",0.000338106583578759,0.00251196204072128,0.00160126908814234,"7431/10112/991/8503/23767/8654/23218/9401/57326/5099/23705/128239/6499/50854/100507347",15
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","8/695","55/21728",0.000339490900486757,0.00251541762547129,0.00160347187662081,"6720/2222/6319/7108/4597/2194/1717/6256",8
"BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE","BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE","BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE","9/695","69/21728",0.000339669177610543,0.00251541762547129,0.00160347187662081,"4680/28983/283120/4008/56649/8416/26353/3868/11254",9
"FARMER_BREAST_CANCER_CLUSTER_7","FARMER_BREAST_CANCER_CLUSTER_7","FARMER_BREAST_CANCER_CLUSTER_7","5/695","20/21728",0.00034307348764616,0.00252822766239752,0.0016116377309671,"6720/6319/10202/222/2194",5
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C","REACTOME_PHOSPHORYLATION_OF_THE_APC_C","REACTOME_PHOSPHORYLATION_OF_THE_APC_C","5/695","20/21728",0.00034307348764616,0.00252822766239752,0.0016116377309671,"25906/891/5347/983/11065",5
"KEGG_ECM_RECEPTOR_INTERACTION","KEGG_ECM_RECEPTOR_INTERACTION","KEGG_ECM_RECEPTOR_INTERACTION","10/695","84/21728",0.000343896221976869,0.00252822766239752,0.0016116377309671,"3675/3161/3912/3655/2335/6385/948/7057/6383/375790",10
"KEGG_SMALL_CELL_LUNG_CANCER","KEGG_SMALL_CELL_LUNG_CANCER","KEGG_SMALL_CELL_LUNG_CANCER","10/695","84/21728",0.000343896221976869,0.00252822766239752,0.0016116377309671,"3675/3912/3655/4792/2335/8503/4609/596/1163/6256",10
"BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP","12/695","116/21728",0.000344708178228284,0.00252822766239752,0.0016116377309671,"7175/3993/6175/4256/6768/6692/10653/1501/130872/4673/9725/780",12
"RICKMAN_HEAD_AND_NECK_CANCER_C","RICKMAN_HEAD_AND_NECK_CANCER_C","RICKMAN_HEAD_AND_NECK_CANCER_C","12/695","116/21728",0.000344708178228284,0.00252822766239752,0.0016116377309671,"51083/22943/1594/9173/6513/23767/221393/5099/118430/338324/11254/6648",12
"WP_TGFBETA_SIGNALING_PATHWAY","WP_TGFBETA_SIGNALING_PATHWAY","WP_TGFBETA_SIGNALING_PATHWAY","13/695","133/21728",0.00034678255089703,0.00253937893500317,0.00161874619352641,"9564/857/7046/2335/1026/4609/7057/351/5163/9133/983/64219/4312",13
"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC","REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC","REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC","11/695","100/21728",0.000354574574353578,0.00259229640962807,0.00165247883556708,"24137/10112/81930/113220/3832/9585/1062/11004/29127/81876/64837",11
"HUTTMANN_B_CLL_POOR_SURVIVAL_UP","HUTTMANN_B_CLL_POOR_SURVIVAL_UP","HUTTMANN_B_CLL_POOR_SURVIVAL_UP","21/695","286/21728",0.000379740079289077,0.0027718607061483,0.00176694344637358,"489/2260/634/7078/1209/2625/5618/4602/1026/5270/27090/396/9123/7108/11282/8682/57326/2548/6256/7088/4758",21
"RIGGI_EWING_SARCOMA_PROGENITOR_UP","RIGGI_EWING_SARCOMA_PROGENITOR_UP","RIGGI_EWING_SARCOMA_PROGENITOR_UP","28/695","434/21728",0.000380953409740683,0.00277629639149649,0.00176977100734689,"634/3383/2734/3488/80303/57580/23767/5420/54795/948/79180/26353/64084/151354/7039/476/4886/2898/5099/6657/5101/8519/4312/50861/5167/2878/1903/400793",28
"SENESE_HDAC1_TARGETS_DN","SENESE_HDAC1_TARGETS_DN","SENESE_HDAC1_TARGETS_DN","20/695","266/21728",0.000382836475444542,0.0027855911165679,0.00177569599972272,"9564/2239/2260/7145/2222/10202/8714/1949/2348/1303/3488/652/51280/94122/124565/55806/6657/4603/4059/50861",20
"CAFFAREL_RESPONSE_TO_THC_24HR_5_DN","CAFFAREL_RESPONSE_TO_THC_24HR_5_DN","CAFFAREL_RESPONSE_TO_THC_24HR_5_DN","8/695","56/21728",0.000385127254825504,0.0027889784140918,0.00177785525799551,"3488/4502/1854/10653/983/6241/11065/283131",8
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN","GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN","GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN","8/695","56/21728",0.000385127254825504,0.0027889784140918,0.00177785525799551,"10460/10403/6790/991/9700/890/4288/5347",8
"LEE_LIVER_CANCER_MYC_E2F1_UP","LEE_LIVER_CANCER_MYC_E2F1_UP","LEE_LIVER_CANCER_MYC_E2F1_UP","8/695","56/21728",0.000385127254825504,0.0027889784140918,0.00177785525799551,"7175/3383/10112/10051/967/4061/4085/983",8
"DANG_MYC_TARGETS_DN","DANG_MYC_TARGETS_DN","DANG_MYC_TARGETS_DN","6/695","31/21728",0.00038951592877524,0.00281187561811922,0.00179245125284719,"5054/5914/4609/2064/351/3916",6
"SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN","SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN","SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN","6/695","31/21728",0.00038951592877524,0.00281187561811922,0.00179245125284719,"3655/2335/4609/7057/6241/4673",6
"ABBUD_LIF_SIGNALING_1_UP","ABBUD_LIF_SIGNALING_1_UP","ABBUD_LIF_SIGNALING_1_UP","7/695","43/21728",0.000392809787014849,0.00282675049242711,0.00180193335330616,"1534/6482/2203/116844/2266/2878/6892",7
"ULE_SPLICING_VIA_NOVA2","ULE_SPLICING_VIA_NOVA2","ULE_SPLICING_VIA_NOVA2","7/695","43/21728",0.000392809787014849,0.00282675049242711,0.00180193335330616,"334/8573/2898/22883/23705/1946/375790",7
"REACTOME_METABOLISM_OF_STEROIDS","REACTOME_METABOLISM_OF_STEROIDS","REACTOME_METABOLISM_OF_STEROIDS","14/695","153/21728",0.000411501338572222,0.00295661776804869,0.00188471822451161,"1591/6720/2222/6319/5641/8714/1594/1718/7108/1646/4597/2194/1717/6256",14
"DELASERNA_MYOD_TARGETS_UP","DELASERNA_MYOD_TARGETS_UP","DELASERNA_MYOD_TARGETS_UP","10/695","86/21728",0.000416556596019097,0.00298759724903083,0.00190446632757178,"3732/896/3488/1026/26353/27295/861/57326/476/89797",10
"BIOCARTA_PRION_PATHWAY","BIOCARTA_PRION_PATHWAY","BIOCARTA_PRION_PATHWAY","4/695","12/21728",0.000418420033568454,0.00298759724903083,0.00190446632757178,"3912/3337/3921/596",4
"HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_DN","HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_DN","HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_DN","4/695","12/21728",0.000418420033568454,0.00298759724903083,0.00190446632757178,"6515/5819/10161/2040",4
"ZHENG_RESPONSE_TO_ARSENITE_DN","ZHENG_RESPONSE_TO_ARSENITE_DN","ZHENG_RESPONSE_TO_ARSENITE_DN","4/695","12/21728",0.000418420033568454,0.00298759724903083,0.00190446632757178,"7175/57153/4609/1062",4
"RAGHAVACHARI_PLATELET_SPECIFIC_GENES","RAGHAVACHARI_PLATELET_SPECIFIC_GENES","RAGHAVACHARI_PLATELET_SPECIFIC_GENES","9/695","71/21728",0.000421793862681166,0.00300700321388875,0.00191683680576724,"5476/2717/427/7456/7057/351/7739/8349/4673",9
"DELASERNA_MYOD_TARGETS_DN","DELASERNA_MYOD_TARGETS_DN","DELASERNA_MYOD_TARGETS_DN","8/695","57/21728",0.00043562975420844,0.00309601053223487,0.00197357519001653,"7175/5427/6387/3709/6383/1649/8519/1903",8
"SMIRNOV_RESPONSE_TO_IR_2HR_DN","SMIRNOV_RESPONSE_TO_IR_2HR_DN","SMIRNOV_RESPONSE_TO_IR_2HR_DN","8/695","57/21728",0.00043562975420844,0.00309601053223487,0.00197357519001653,"55635/6515/6790/10112/1058/596/3304/3303",8
"CHIBA_RESPONSE_TO_TSA_DN","CHIBA_RESPONSE_TO_TSA_DN","CHIBA_RESPONSE_TO_TSA_DN","5/695","21/21728",0.000438502523066126,0.00311160304293363,0.00198351475318815,"7175/634/3912/2887/675",5
"GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN","GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN","GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN","28/695","438/21728",0.000440612848189238,0.00312174543446594,0.00198998009692235,"54443/7431/9209/162/23002/5932/7434/975/4001/2181/5420/84824/5983/5270/283537/351/79180/8573/124565/861/89797/6383/596/51363/754/1946/390205/29803",28
"HSIAO_LIVER_SPECIFIC_GENES","HSIAO_LIVER_SPECIFIC_GENES","HSIAO_LIVER_SPECIFIC_GENES","19/695","249/21728",0.000442389196404638,0.00312949394493652,0.00199491944317621,"7035/211/38/4522/1666/51599/10135/5054/8942/1718/5447/316/5045/2746/3698/5352/2203/2266/22928",19
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","10/695","87/21728",0.000457414934785761,0.00321085635218456,0.00204678452137052,"54820/6790/4751/11064/891/10733/6233/9133/5347/983",10
"SANA_RESPONSE_TO_IFNG_DN","SANA_RESPONSE_TO_IFNG_DN","SANA_RESPONSE_TO_IFNG_DN","10/695","87/21728",0.000457414934785761,0.00321085635218456,0.00204678452137052,"2260/22974/6175/57820/22943/8727/56950/6189/4319/3921",10
"TAKAO_RESPONSE_TO_UVB_RADIATION_UP","TAKAO_RESPONSE_TO_UVB_RADIATION_UP","TAKAO_RESPONSE_TO_UVB_RADIATION_UP","10/695","87/21728",0.000457414934785761,0.00321085635218456,0.00204678452137052,"51083/6175/7434/533/6230/6144/1345/6157/10653/4673",10
"BASSO_CD40_SIGNALING_UP","BASSO_CD40_SIGNALING_UP","BASSO_CD40_SIGNALING_UP","11/695","103/21728",0.000458093380089158,0.00321085635218456,0.00204678452137052,"3383/113878/4616/4792/9144/4602/11322/596/6256/9516/7124",11
"HUMMERICH_SKIN_CANCER_PROGRESSION_DN","HUMMERICH_SKIN_CANCER_PROGRESSION_DN","HUMMERICH_SKIN_CANCER_PROGRESSION_DN","11/695","103/21728",0.000458093380089158,0.00321085635218456,0.00204678452137052,"1829/994/533/3925/27295/567/4054/2194/2548/4059/2878",11
"WIELAND_UP_BY_HBV_INFECTION","WIELAND_UP_BY_HBV_INFECTION","WIELAND_UP_BY_HBV_INFECTION","11/695","103/21728",0.000458093380089158,0.00321085635218456,0.00204678452137052,"6790/7852/9232/1508/567/55872/6241/11065/7351/6892/6648",11
"WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP","WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP","WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP","20/695","270/21728",0.000463472946832635,0.00324360303554321,0.00206765914087167,"211/3993/2222/81502/8714/54682/5768/5447/26298/2317/11322/79180/481/6768/127281/11094/55450/123036/124583/9725",20
"SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN","SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN","SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN","6/695","32/21728",0.000466559652170053,0.00325464893748777,0.00207470043411087,"3589/25797/7852/1026/7039/4312",6
"KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN","KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN","KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN","9/695","72/21728",0.000468601286811066,0.00325464893748777,0.00207470043411087,"332/4792/891/4609/9133/983/124583/1649/9212",9
"REACTOME_AURKA_ACTIVATION_BY_TPX2","REACTOME_AURKA_ACTIVATION_BY_TPX2","REACTOME_AURKA_ACTIVATION_BY_TPX2","9/695","72/21728",0.000468601286811066,0.00325464893748777,0.00207470043411087,"3161/54820/6790/22974/4751/11064/10733/5347/983",9
"WP_NONSMALL_CELL_LUNG_CANCER","WP_NONSMALL_CELL_LUNG_CANCER","WP_NONSMALL_CELL_LUNG_CANCER","9/695","72/21728",0.000468601286811066,0.00325464893748777,0.00207470043411087,"4616/8503/1026/2064/1382/5163/673/7039/6256",9
"WP_P53_TRANSCRIPTIONAL_GENE_NETWORK","WP_P53_TRANSCRIPTIONAL_GENE_NETWORK","WP_P53_TRANSCRIPTIONAL_GENE_NETWORK","9/695","72/21728",0.000468601286811066,0.00325464893748777,0.00207470043411087,"3383/5054/900/6513/1026/80328/5565/7057/2517",9
"REACTOME_SYNTHESIS_OF_DNA","REACTOME_SYNTHESIS_OF_DNA","REACTOME_SYNTHESIS_OF_DNA","12/695","120/21728",0.000470694793321472,0.0032642434683595,0.0020808165399481,"5982/4171/23594/5427/25906/51659/5983/6233/890/4176/81620/11065",12
"JIANG_HYPOXIA_CANCER","JIANG_HYPOXIA_CANCER","JIANG_HYPOXIA_CANCER","8/695","58/21728",0.000491377466341648,0.0034025291627041,0.0021689677954594,"24137/994/54682/2335/6146/6185/481/348262",8
"RUIZ_TNC_TARGETS_UP","RUIZ_TNC_TARGETS_UP","RUIZ_TNC_TARGETS_UP","14/695","156/21728",0.000500879683078133,0.00346309572734564,0.00220757640743812,"6482/6515/5476/6387/408/8654/8991/10769/171546/4054/51363/4673/1287/56967",14
"PID_E2F_PATHWAY","PID_E2F_PATHWAY","PID_E2F_PATHWAY","9/695","73/21728",0.000519591573313858,0.00358166582266274,0.00228315980612468,"4605/5932/5054/896/1026/4609/890/983/6241",9
"WP_FOLATE_METABOLISM","WP_FOLATE_METABOLISM","WP_FOLATE_METABOLISM","9/695","73/21728",0.000519591573313858,0.00358166582266274,0.00228315980612468,"3383/4522/5054/2348/2266/1435/2878/7124/6648",9
"PARK_HSC_AND_MULTIPOTENT_PROGENITORS","PARK_HSC_AND_MULTIPOTENT_PROGENITORS","PARK_HSC_AND_MULTIPOTENT_PROGENITORS","7/695","45/21728",0.000523432125317113,0.0035919354228348,0.00228970623996266,"332/8992/11064/9445/675/4061/3921",7
"SAGIV_CD24_TARGETS_DN","SAGIV_CD24_TARGETS_DN","SAGIV_CD24_TARGETS_DN","7/695","45/21728",0.000523432125317113,0.0035919354228348,0.00228970623996266,"3383/857/55577/1026/80328/7057/26353",7
"WP_INTEGRATED_CANCER_PATHWAY","WP_INTEGRATED_CANCER_PATHWAY","WP_INTEGRATED_CANCER_PATHWAY","7/695","45/21728",0.000523432125317113,0.0035919354228348,0.00228970623996266,"994/1026/4609/5347/983/596/4312",7
"WOO_LIVER_CANCER_RECURRENCE_UP","WOO_LIVER_CANCER_RECURRENCE_UP","WOO_LIVER_CANCER_RECURRENCE_UP","11/695","105/21728",0.000540284277209877,0.00370203755863988,0.00235989167419498,"2239/2260/4256/896/4015/5768/596/1649/51466/780/4082",11
